sample_ts,zh,zm,sw
2025-06-17T01:50:00,7011AJ5M,渌渚镇,7.68
2025-06-17T01:50:00,7011AJ7R,山溪叶家,50.36
2025-06-17T01:50:00,7011AJ8R,山溪幕下,65.7
2025-06-17T01:50:00,7011AJ9R,山溪前桐,194.26
2025-06-17T01:50:00,7011AM2G,富春江水库严陵坞,23.05
2025-06-17T01:55:00,70101500,富春江电站(坝上),22.93
2025-06-17T01:55:00,70101501,富春江坝下,10.05
2025-06-17T01:55:00,70101800,窄溪,7.38
2025-06-17T01:55:00,70102300,闸口,6.12
2025-06-17T01:55:00,7010AJ33,渌渚,7.49
2025-06-17T01:55:00,7011AJ4M,新桐乡,7.24
2025-06-17T01:55:00,7011AJ5M,渌渚镇,7.67
2025-06-17T01:55:00,7011AJ7R,山溪叶家,50.36
2025-06-17T01:55:00,7011AJ8R,山溪幕下,65.7
2025-06-17T01:55:00,7011AJ9R,山溪前桐,194.26
2025-06-17T01:55:00,7011AM2G,富春江水库严陵坞,23.05
2025-06-17T02:00:00,70101500,富春江电站(坝上),22.93
2025-06-17T02:00:00,70101501,富春江坝下,10.08
2025-06-17T02:00:00,70101800,窄溪,7.35
2025-06-17T02:00:00,70102300,闸口,6.12
2025-06-17T02:00:00,7010AJ33,渌渚,7.47
2025-06-17T02:00:00,7011AJ4M,新桐乡,7.23
2025-06-17T02:00:00,7011AJ5M,渌渚镇,7.67
2025-06-17T02:00:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:00:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:00:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:00:00,7011AM2G,富春江水库严陵坞,23.04
2025-06-17T02:05:00,70101500,富春江电站(坝上),22.95
2025-06-17T02:05:00,70101501,富春江坝下,10.08
2025-06-17T02:05:00,70101800,窄溪,7.35
2025-06-17T02:05:00,70102300,闸口,6.12
2025-06-17T02:05:00,7010AJ33,渌渚,7.45
2025-06-17T02:05:00,7011AJ4M,新桐乡,7.31
2025-06-17T02:05:00,7011AJ5M,渌渚镇,7.66
2025-06-17T02:05:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:05:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:05:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:05:00,7011AM2G,富春江水库严陵坞,23.04
2025-06-17T02:10:00,70101500,富春江电站(坝上),22.96
2025-06-17T02:10:00,70101501,富春江坝下,10.08
2025-06-17T02:10:00,70101800,窄溪,7.34
2025-06-17T02:10:00,70102300,闸口,6.11
2025-06-17T02:10:00,7010AJ33,渌渚,7.45
2025-06-17T02:10:00,7011AJ4M,新桐乡,7.32
2025-06-17T02:10:00,7011AJ5M,渌渚镇,7.66
2025-06-17T02:10:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:10:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:10:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:10:00,7011AM2G,富春江水库严陵坞,23.04
2025-06-17T02:15:00,70101500,富春江电站(坝上),22.94
2025-06-17T02:15:00,70101501,富春江坝下,10.02
2025-06-17T02:15:00,70101800,窄溪,7.33
2025-06-17T02:15:00,70102300,闸口,6.1
2025-06-17T02:15:00,7010AJ33,渌渚,7.45
2025-06-17T02:15:00,7011AJ4M,新桐乡,7.18
2025-06-17T02:15:00,7011AJ5M,渌渚镇,7.65
2025-06-17T02:15:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:15:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:15:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:15:00,7011AM2G,富春江水库严陵坞,23.04
2025-06-17T02:20:00,70101500,富春江电站(坝上),22.93
2025-06-17T02:20:00,70101501,富春江坝下,10.06
2025-06-17T02:20:00,70101800,窄溪,7.33
2025-06-17T02:20:00,70102300,闸口,6.1
2025-06-17T02:20:00,7010AJ33,渌渚,7.43
2025-06-17T02:20:00,7011AJ4M,新桐乡,7.17
2025-06-17T02:20:00,7011AJ5M,渌渚镇,7.64
2025-06-17T02:20:00,7011AJ7R,山溪叶家,50.35
2025-06-17T02:20:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:20:00,7011AJ9R,山溪前桐,194.25
2025-06-17T02:20:00,7011AM2G,富春江水库严陵坞,23.04
2025-06-17T02:25:00,70101500,富春江电站(坝上),22.94
2025-06-17T02:25:00,70101501,富春江坝下,10.05
2025-06-17T02:25:00,70101800,窄溪,7.31
2025-06-17T02:25:00,70102300,闸口,6.1
2025-06-17T02:25:00,7010AJ33,渌渚,7.41
2025-06-17T02:25:00,7011AJ4M,新桐乡,7.17
2025-06-17T02:25:00,7011AJ5M,渌渚镇,7.63
2025-06-17T02:25:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:25:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:25:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:25:00,7011AM2G,富春江水库严陵坞,23.04
2025-06-17T02:30:00,70101501,富春江坝下,10.05
2025-06-17T02:30:00,70102300,闸口,6.09
2025-06-17T02:30:00,7010AJ33,渌渚,7.41
2025-06-17T02:30:00,7011AJ4M,新桐乡,7.16
2025-06-17T02:30:00,7011AJ5M,渌渚镇,7.63
2025-06-17T02:30:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:30:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:30:00,7011AM2G,富春江水库严陵坞,23.03
2025-06-17T02:35:00,70101500,富春江电站(坝上),22.94
2025-06-17T02:35:00,70101501,富春江坝下,10.03
2025-06-17T02:35:00,70101800,窄溪,7.3
2025-06-17T02:35:00,70102300,闸口,6.09
2025-06-17T02:35:00,7010AJ33,渌渚,7.39
2025-06-17T02:35:00,7011AJ4M,新桐乡,7.14
2025-06-17T02:35:00,7011AJ5M,渌渚镇,7.62
2025-06-17T02:35:00,7011AJ7R,山溪叶家,50.36
2025-06-17T02:35:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:35:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:35:00,7011AM2G,富春江水库严陵坞,23.03
2025-06-17T02:40:00,70101500,富春江电站(坝上),22.93
2025-06-17T02:40:00,70101501,富春江坝下,10.01
2025-06-17T02:40:00,70101800,窄溪,7.29
2025-06-17T02:40:00,70102300,闸口,6.08
2025-06-17T02:40:00,7010AJ33,渌渚,7.39
2025-06-17T02:40:00,7011AJ4M,新桐乡,7.1
2025-06-17T02:40:00,7011AJ5M,渌渚镇,7.62
2025-06-17T02:40:00,7011AJ7R,山溪叶家,50.35
2025-06-17T02:40:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:40:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:40:00,7011AM2G,富春江水库严陵坞,23.03
2025-06-17T02:45:00,70101500,富春江电站(坝上),22.92
2025-06-17T02:45:00,70101501,富春江坝下,10.0
2025-06-17T02:45:00,70101800,窄溪,7.27
2025-06-17T02:45:00,70102300,闸口,6.08
2025-06-17T02:45:00,7010AJ33,渌渚,7.38
2025-06-17T02:45:00,7011AJ4M,新桐乡,7.1
2025-06-17T02:45:00,7011AJ5M,渌渚镇,7.61
2025-06-17T02:45:00,7011AJ7R,山溪叶家,50.35
2025-06-17T02:45:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:45:00,7011AJ9R,山溪前桐,194.25
2025-06-17T02:45:00,7011AM2G,富春江水库严陵坞,23.03
2025-06-17T02:50:00,70101500,富春江电站(坝上),22.98
2025-06-17T02:50:00,70101501,富春江坝下,10.0
2025-06-17T02:50:00,70101800,窄溪,7.27
2025-06-17T02:50:00,70102300,闸口,6.07
2025-06-17T02:50:00,7010AJ33,渌渚,7.36
2025-06-17T02:50:00,7011AJ4M,新桐乡,7.1
2025-06-17T02:50:00,7011AJ5M,渌渚镇,7.61
2025-06-17T02:50:00,7011AJ7R,山溪叶家,50.35
2025-06-17T02:50:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:50:00,7011AJ9R,山溪前桐,194.25
2025-06-17T02:50:00,7011AM2G,富春江水库严陵坞,23.01
2025-06-17T02:55:00,70101500,富春江电站(坝上),23.12
2025-06-17T02:55:00,70101501,富春江坝下,9.6
2025-06-17T02:55:00,70101800,窄溪,7.26
2025-06-17T02:55:00,70102300,闸口,6.06
2025-06-17T02:55:00,7010AJ33,渌渚,7.36
2025-06-17T02:55:00,7011AJ4M,新桐乡,7.1
2025-06-17T02:55:00,7011AJ5M,渌渚镇,7.6
2025-06-17T02:55:00,7011AJ7R,山溪叶家,50.35
2025-06-17T02:55:00,7011AJ8R,山溪幕下,65.7
2025-06-17T02:55:00,7011AJ9R,山溪前桐,194.26
2025-06-17T02:55:00,7011AM2G,富春江水库严陵坞,23.03
2025-06-17T03:00:00,70101500,富春江电站(坝上),23.09
2025-06-17T03:00:00,70101501,富春江坝下,9.49
2025-06-17T03:00:00,70101800,窄溪,7.25
2025-06-17T03:00:00,70102300,闸口,6.06
2025-06-17T03:00:00,7010AJ33,渌渚,7.36
2025-06-17T03:00:00,7011AJ4M,新桐乡,7.1
2025-06-17T03:00:00,7011AJ5M,渌渚镇,7.59
2025-06-17T03:00:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:00:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:00:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:00:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T03:05:00,70101500,富春江电站(坝上),23.12
2025-06-17T03:05:00,70101501,富春江坝下,9.5
2025-06-17T03:05:00,70101800,窄溪,7.25
2025-06-17T03:05:00,70102300,闸口,6.05
2025-06-17T03:05:00,7010AJ33,渌渚,7.34
2025-06-17T03:05:00,7011AJ4M,新桐乡,7.1
2025-06-17T03:05:00,7011AJ5M,渌渚镇,7.59
2025-06-17T03:05:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:05:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:05:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:05:00,7011AM2G,富春江水库严陵坞,23.19
2025-06-17T03:10:00,70101500,富春江电站(坝上),23.16
2025-06-17T03:10:00,70101501,富春江坝下,9.44
2025-06-17T03:10:00,70101800,窄溪,7.24
2025-06-17T03:10:00,70102300,闸口,6.05
2025-06-17T03:10:00,7010AJ33,渌渚,7.34
2025-06-17T03:10:00,7011AJ4M,新桐乡,7.08
2025-06-17T03:10:00,7011AJ5M,渌渚镇,7.59
2025-06-17T03:10:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:10:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:10:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:10:00,7011AM2G,富春江水库严陵坞,23.22
2025-06-17T03:15:00,70101500,富春江电站(坝上),23.13
2025-06-17T03:15:00,70101501,富春江坝下,9.37
2025-06-17T03:15:00,70101800,窄溪,7.23
2025-06-17T03:15:00,70102300,闸口,6.04
2025-06-17T03:15:00,7010AJ33,渌渚,7.32
2025-06-17T03:15:00,7011AJ4M,新桐乡,7.07
2025-06-17T03:15:00,7011AJ5M,渌渚镇,7.58
2025-06-17T03:15:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:15:00,7011AJ8R,山溪幕下,65.71
2025-06-17T03:15:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:15:00,7011AM2G,富春江水库严陵坞,23.23
2025-06-17T03:20:00,70101500,富春江电站(坝上),23.16
2025-06-17T03:20:00,70101501,富春江坝下,9.34
2025-06-17T03:20:00,70101800,窄溪,7.22
2025-06-17T03:20:00,70102300,闸口,6.03
2025-06-17T03:20:00,7010AJ33,渌渚,7.32
2025-06-17T03:20:00,7011AJ4M,新桐乡,7.07
2025-06-17T03:20:00,7011AJ5M,渌渚镇,7.58
2025-06-17T03:20:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:20:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:20:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:20:00,7011AM2G,富春江水库严陵坞,23.23
2025-06-17T03:25:00,70101500,富春江电站(坝上),23.14
2025-06-17T03:25:00,70101501,富春江坝下,9.31
2025-06-17T03:25:00,70101800,窄溪,7.21
2025-06-17T03:25:00,70102300,闸口,6.03
2025-06-17T03:25:00,7010AJ33,渌渚,7.32
2025-06-17T03:25:00,7011AJ4M,新桐乡,7.04
2025-06-17T03:25:00,7011AJ5M,渌渚镇,7.57
2025-06-17T03:25:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:25:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:25:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:25:00,7011AM2G,富春江水库严陵坞,23.24
2025-06-17T03:30:00,70101500,富春江电站(坝上),23.15
2025-06-17T03:30:00,70101501,富春江坝下,9.24
2025-06-17T03:30:00,70101800,窄溪,7.18
2025-06-17T03:30:00,70102300,闸口,6.03
2025-06-17T03:30:00,7010AJ33,渌渚,7.3
2025-06-17T03:30:00,7011AJ4M,新桐乡,7.03
2025-06-17T03:30:00,7011AJ5M,渌渚镇,7.56
2025-06-17T03:30:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:30:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:30:00,7011AJ9R,山溪前桐,194.25
2025-06-17T03:30:00,7011AM2G,富春江水库严陵坞,23.22
2025-06-17T03:35:00,70101500,富春江电站(坝上),23.14
2025-06-17T03:35:00,70101501,富春江坝下,9.27
2025-06-17T03:35:00,70101800,窄溪,7.17
2025-06-17T03:35:00,70102300,闸口,6.02
2025-06-17T03:35:00,7010AJ33,渌渚,7.3
2025-06-17T03:35:00,7011AJ4M,新桐乡,7.03
2025-06-17T03:35:00,7011AJ5M,渌渚镇,7.56
2025-06-17T03:35:00,7011AJ7R,山溪叶家,50.34
2025-06-17T03:35:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:35:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:35:00,7011AM2G,富春江水库严陵坞,23.24
2025-06-17T03:40:00,70101500,富春江电站(坝上),23.17
2025-06-17T03:40:00,70101501,富春江坝下,9.27
2025-06-17T03:40:00,70101800,窄溪,7.14
2025-06-17T03:40:00,70102300,闸口,6.02
2025-06-17T03:40:00,7010AJ33,渌渚,7.28
2025-06-17T03:40:00,7011AJ4M,新桐乡,6.98
2025-06-17T03:40:00,7011AJ5M,渌渚镇,7.55
2025-06-17T03:40:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:40:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:40:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:40:00,7011AM2G,富春江水库严陵坞,23.22
2025-06-17T03:45:00,70101500,富春江电站(坝上),23.12
2025-06-17T03:45:00,70101501,富春江坝下,9.23
2025-06-17T03:45:00,70101800,窄溪,7.13
2025-06-17T03:45:00,70102300,闸口,6.01
2025-06-17T03:45:00,7010AJ33,渌渚,7.26
2025-06-17T03:45:00,7011AJ4M,新桐乡,6.97
2025-06-17T03:45:00,7011AJ5M,渌渚镇,7.55
2025-06-17T03:45:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:45:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:45:00,7011AJ9R,山溪前桐,194.26
2025-06-17T03:45:00,7011AM2G,富春江水库严陵坞,23.22
2025-06-17T03:50:00,70101500,富春江电站(坝上),23.09
2025-06-17T03:50:00,70101501,富春江坝下,9.22
2025-06-17T03:50:00,70101800,窄溪,7.12
2025-06-17T03:50:00,70102300,闸口,6.01
2025-06-17T03:50:00,7010AJ33,渌渚,7.24
2025-06-17T03:50:00,7011AJ4M,新桐乡,6.97
2025-06-17T03:50:00,7011AJ5M,渌渚镇,7.55
2025-06-17T03:50:00,7011AJ7R,山溪叶家,50.34
2025-06-17T03:50:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:50:00,7011AJ9R,山溪前桐,194.25
2025-06-17T03:50:00,7011AM2G,富春江水库严陵坞,23.19
2025-06-17T03:55:00,70101500,富春江电站(坝上),23.09
2025-06-17T03:55:00,70101501,富春江坝下,9.19
2025-06-17T03:55:00,70101800,窄溪,7.1
2025-06-17T03:55:00,70102300,闸口,6.0
2025-06-17T03:55:00,7010AJ33,渌渚,7.22
2025-06-17T03:55:00,7011AJ4M,新桐乡,6.97
2025-06-17T03:55:00,7011AJ5M,渌渚镇,7.54
2025-06-17T03:55:00,7011AJ7R,山溪叶家,50.35
2025-06-17T03:55:00,7011AJ8R,山溪幕下,65.7
2025-06-17T03:55:00,7011AJ9R,山溪前桐,194.25
2025-06-17T03:55:00,7011AM2G,富春江水库严陵坞,23.19
2025-06-17T04:00:00,70101500,富春江电站(坝上),23.1
2025-06-17T04:00:00,70101501,富春江坝下,9.22
2025-06-17T04:00:00,70101800,窄溪,7.08
2025-06-17T04:00:00,70102300,闸口,5.99
2025-06-17T04:00:00,7010AJ33,渌渚,7.2
2025-06-17T04:00:00,7011AJ4M,新桐乡,6.96
2025-06-17T04:00:00,7011AJ5M,渌渚镇,7.53
2025-06-17T04:00:00,7011AJ7R,山溪叶家,50.35
2025-06-17T04:00:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:00:00,7011AJ9R,山溪前桐,194.26
2025-06-17T04:00:00,7011AM2G,富春江水库严陵坞,23.19
2025-06-17T04:05:00,70101500,富春江电站(坝上),23.1
2025-06-17T04:05:00,70101501,富春江坝下,9.19
2025-06-17T04:05:00,70101800,窄溪,7.06
2025-06-17T04:05:00,70102300,闸口,5.99
2025-06-17T04:05:00,7010AJ33,渌渚,7.18
2025-06-17T04:05:00,7011AJ4M,新桐乡,6.94
2025-06-17T04:05:00,7011AJ5M,渌渚镇,7.52
2025-06-17T04:05:00,7011AJ7R,山溪叶家,50.34
2025-06-17T04:05:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:05:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:05:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T04:10:00,70101500,富春江电站(坝上),23.09
2025-06-17T04:10:00,70101501,富春江坝下,9.19
2025-06-17T04:10:00,70101800,窄溪,7.06
2025-06-17T04:10:00,70102300,闸口,5.99
2025-06-17T04:10:00,7010AJ33,渌渚,7.16
2025-06-17T04:10:00,7011AJ4M,新桐乡,6.92
2025-06-17T04:10:00,7011AJ5M,渌渚镇,7.51
2025-06-17T04:10:00,7011AJ7R,山溪叶家,50.34
2025-06-17T04:10:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:10:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:10:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T04:15:00,70101500,富春江电站(坝上),23.07
2025-06-17T04:15:00,70101501,富春江坝下,9.19
2025-06-17T04:15:00,70101800,窄溪,7.05
2025-06-17T04:15:00,70102300,闸口,5.99
2025-06-17T04:15:00,7010AJ33,渌渚,7.14
2025-06-17T04:15:00,7011AJ4M,新桐乡,6.92
2025-06-17T04:15:00,7011AJ5M,渌渚镇,7.51
2025-06-17T04:15:00,7011AJ7R,山溪叶家,50.33
2025-06-17T04:15:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:15:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:15:00,7011AM2G,富春江水库严陵坞,23.17
2025-06-17T04:20:00,70101500,富春江电站(坝上),23.06
2025-06-17T04:20:00,70101501,富春江坝下,9.15
2025-06-17T04:20:00,70101800,窄溪,7.04
2025-06-17T04:20:00,70102300,闸口,5.98
2025-06-17T04:20:00,7010AJ33,渌渚,7.13
2025-06-17T04:20:00,7011AJ4M,新桐乡,6.92
2025-06-17T04:20:00,7011AJ5M,渌渚镇,7.5
2025-06-17T04:20:00,7011AJ7R,山溪叶家,50.34
2025-06-17T04:20:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:20:00,7011AJ9R,山溪前桐,194.26
2025-06-17T04:20:00,7011AM2G,富春江水库严陵坞,23.17
2025-06-17T04:25:00,70101500,富春江电站(坝上),23.08
2025-06-17T04:25:00,70101501,富春江坝下,9.14
2025-06-17T04:25:00,70101800,窄溪,7.02
2025-06-17T04:25:00,70102300,闸口,5.97
2025-06-17T04:25:00,7010AJ33,渌渚,7.11
2025-06-17T04:25:00,7011AJ4M,新桐乡,6.92
2025-06-17T04:25:00,7011AJ5M,渌渚镇,7.49
2025-06-17T04:25:00,7011AJ7R,山溪叶家,50.34
2025-06-17T04:25:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:25:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:25:00,7011AM2G,富春江水库严陵坞,23.15
2025-06-17T04:30:00,70101500,富春江电站(坝上),23.07
2025-06-17T04:30:00,70101501,富春江坝下,9.18
2025-06-17T04:30:00,70101800,窄溪,7.01
2025-06-17T04:30:00,70102300,闸口,5.97
2025-06-17T04:30:00,7010AJ33,渌渚,7.09
2025-06-17T04:30:00,7011AJ4M,新桐乡,6.92
2025-06-17T04:30:00,7011AJ5M,渌渚镇,7.48
2025-06-17T04:30:00,7011AJ7R,山溪叶家,50.34
2025-06-17T04:30:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:30:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:30:00,7011AM2G,富春江水库严陵坞,23.15
2025-06-17T04:35:00,70101500,富春江电站(坝上),23.07
2025-06-17T04:35:00,70101501,富春江坝下,9.12
2025-06-17T04:35:00,70101800,窄溪,7.0
2025-06-17T04:35:00,70102300,闸口,5.96
2025-06-17T04:35:00,7010AJ33,渌渚,7.09
2025-06-17T04:35:00,7011AJ4M,新桐乡,6.9
2025-06-17T04:35:00,7011AJ5M,渌渚镇,7.47
2025-06-17T04:35:00,7011AJ7R,山溪叶家,50.33
2025-06-17T04:35:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:35:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:35:00,7011AM2G,富春江水库严陵坞,23.16
2025-06-17T04:40:00,70101500,富春江电站(坝上),23.08
2025-06-17T04:40:00,70101501,富春江坝下,9.13
2025-06-17T04:40:00,70101800,窄溪,6.99
2025-06-17T04:40:00,70102300,闸口,5.96
2025-06-17T04:40:00,7010AJ33,渌渚,7.07
2025-06-17T04:40:00,7011AJ4M,新桐乡,6.87
2025-06-17T04:40:00,7011AJ5M,渌渚镇,7.47
2025-06-17T04:40:00,7011AJ7R,山溪叶家,50.34
2025-06-17T04:40:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:40:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:40:00,7011AM2G,富春江水库严陵坞,23.16
2025-06-17T04:45:00,70101500,富春江电站(坝上),23.08
2025-06-17T04:45:00,70101501,富春江坝下,9.1
2025-06-17T04:45:00,70101800,窄溪,6.97
2025-06-17T04:45:00,70102300,闸口,5.95
2025-06-17T04:45:00,7010AJ33,渌渚,7.07
2025-06-17T04:45:00,7011AJ4M,新桐乡,6.84
2025-06-17T04:45:00,7011AJ5M,渌渚镇,7.46
2025-06-17T04:45:00,7011AJ7R,山溪叶家,50.33
2025-06-17T04:45:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:45:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:45:00,7011AM2G,富春江水库严陵坞,23.17
2025-06-17T04:50:00,70101500,富春江电站(坝上),23.1
2025-06-17T04:50:00,70101501,富春江坝下,9.14
2025-06-17T04:50:00,70101800,窄溪,6.96
2025-06-17T04:50:00,70102300,闸口,5.95
2025-06-17T04:50:00,7010AJ33,渌渚,7.07
2025-06-17T04:50:00,7011AJ4M,新桐乡,6.84
2025-06-17T04:50:00,7011AJ5M,渌渚镇,7.46
2025-06-17T04:50:00,7011AJ7R,山溪叶家,50.33
2025-06-17T04:50:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:50:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:50:00,7011AM2G,富春江水库严陵坞,23.17
2025-06-17T04:55:00,70101500,富春江电站(坝上),23.1
2025-06-17T04:55:00,70101501,富春江坝下,9.07
2025-06-17T04:55:00,70101800,窄溪,6.95
2025-06-17T04:55:00,70102300,闸口,5.94
2025-06-17T04:55:00,7010AJ33,渌渚,7.05
2025-06-17T04:55:00,7011AJ4M,新桐乡,6.84
2025-06-17T04:55:00,7011AJ5M,渌渚镇,7.45
2025-06-17T04:55:00,7011AJ7R,山溪叶家,50.33
2025-06-17T04:55:00,7011AJ8R,山溪幕下,65.7
2025-06-17T04:55:00,7011AJ9R,山溪前桐,194.25
2025-06-17T04:55:00,7011AM2G,富春江水库严陵坞,23.17
2025-06-17T05:00:00,70101500,富春江电站(坝上),23.09
2025-06-17T05:00:00,70101501,富春江坝下,9.11
2025-06-17T05:00:00,70101800,窄溪,6.93
2025-06-17T05:00:00,70102300,闸口,5.94
2025-06-17T05:00:00,7010AJ33,渌渚,7.03
2025-06-17T05:00:00,7011AJ4M,新桐乡,6.84
2025-06-17T05:00:00,7011AJ5M,渌渚镇,7.44
2025-06-17T05:00:00,7011AJ7R,山溪叶家,50.33
2025-06-17T05:00:00,7011AJ8R,山溪幕下,65.7
2025-06-17T05:00:00,7011AJ9R,山溪前桐,194.25
2025-06-17T05:00:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T05:05:00,70101500,富春江电站(坝上),23.09
2025-06-17T05:05:00,70101501,富春江坝下,9.08
2025-06-17T05:05:00,70101800,窄溪,6.92
2025-06-17T05:05:00,70102300,闸口,5.93
2025-06-17T05:05:00,7010AJ33,渌渚,7.03
2025-06-17T05:05:00,7011AJ4M,新桐乡,6.84
2025-06-17T05:05:00,7011AJ5M,渌渚镇,7.44
2025-06-17T05:05:00,7011AJ7R,山溪叶家,50.33
2025-06-17T05:05:00,7011AJ8R,山溪幕下,65.7
2025-06-17T05:05:00,7011AJ9R,山溪前桐,194.25
2025-06-17T05:05:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T05:10:00,70101500,富春江电站(坝上),23.09
2025-06-17T05:10:00,70101501,富春江坝下,9.04
2025-06-17T05:10:00,70101800,窄溪,6.91
2025-06-17T05:10:00,70102300,闸口,5.93
2025-06-17T05:10:00,7010AJ33,渌渚,7.03
2025-06-17T05:10:00,7011AJ4M,新桐乡,16.65
2025-06-17T05:10:00,7011AJ5M,渌渚镇,7.43
2025-06-17T05:10:00,7011AJ7R,山溪叶家,50.33
2025-06-17T05:10:00,7011AJ8R,山溪幕下,65.7
2025-06-17T05:10:00,7011AJ9R,山溪前桐,194.25
2025-06-17T05:10:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T05:15:00,70101500,富春江电站(坝上),23.1
2025-06-17T05:15:00,70101501,富春江坝下,9.09
2025-06-17T05:15:00,70101800,窄溪,6.91
2025-06-17T05:15:00,70102300,闸口,5.92
2025-06-17T05:15:00,7010AJ33,渌渚,7.01
2025-06-17T05:15:00,7011AJ4M,新桐乡,16.65
2025-06-17T05:15:00,7011AJ5M,渌渚镇,7.43
2025-06-17T05:15:00,7011AJ7R,山溪叶家,50.33
2025-06-17T05:15:00,7011AJ8R,山溪幕下,65.7
2025-06-17T05:15:00,7011AJ9R,山溪前桐,194.25
2025-06-17T05:15:00,7011AM2G,富春江水库严陵坞,23.18
2025-06-17T05:20:00,70101500,富春江电站(坝上),23.09
2025-06-17T05:20:00,70101501,富春江坝下,9.07
2025-06-17T05:20:00,70101800,窄溪,6.89
2025-06-17T05:20:00,70102300,闸口,5.91
2025-06-17T05:20:00,7010AJ33,渌渚,6.99
2025-06-17T05:20:00,7011AJ4M,新桐乡,16.65
2025-06-17T05:20:00,7011AJ5M,渌渚镇,7.42
2025-06-17T05:20:00,7011AJ7R,山溪叶家,50.33
